Date,Open,High,Low,Close,Adj Close,Volume
2015-05-20,82.105202,82.890900,81.906197,82.045502,62.410233,2543185
2015-05-21,81.757004,83.209198,81.757004,83.109703,63.219757,2889228
2015-05-22,83.437897,83.437897,82.333900,82.662102,62.879276,1801985
2015-05-25,82.751602,83.786003,82.433403,83.547302,63.552631,1497762
2015-05-26,83.547302,84.293297,83.417999,84.183899,64.036873,2448977
2015-05-27,83.885498,84.343002,83.388199,83.676598,63.650982,2235413
2015-05-28,83.915298,83.980003,82.776497,83.050003,63.174335,2645842
2015-05-29,83.517502,85.357498,83.219101,84.631500,64.377350,9148534
2015-06-01,84.382797,84.542000,83.099800,84.024696,63.915775,2115325
2015-06-02,84.661301,84.661301,82.552696,82.552696,62.796043,2626561
2015-06-03,82.055397,82.224503,81.120499,81.130402,61.714142,3746197
2015-06-04,81.060799,82.045502,80.036400,80.106003,60.934902,3795236
2015-06-05,79.946800,80.374496,79.360001,79.857300,60.745724,2906801
2015-06-09,79.867302,80.792297,79.370003,79.389900,60.390182,2823264
2015-06-10,79.429604,79.767799,78.763298,79.479401,60.458252,2251304
2015-06-11,79.867302,81.050903,79.867302,80.971298,61.593105,2587719
2015-06-12,81.060799,81.518303,80.583397,80.981201,61.600639,1838138
2015-06-15,80.463997,81.458702,79.787697,81.448700,61.956253,2378550
2015-06-16,81.558098,82.572601,81.170197,81.936096,62.327015,2007322
2015-06-17,83.050003,84.004898,82.871002,83.805901,63.749340,3698895
2015-06-18,83.706497,83.776100,82.244400,82.751602,62.947342,5371041
2015-06-19,83.736298,84.034698,83.482697,84.014801,63.908241,3671190
2015-06-22,83.815903,84.656303,83.497597,84.561798,64.324326,2092066
2015-06-23,85.994102,86.431702,85.546501,86.292503,65.640839,2796516
2015-06-24,86.610703,87.117996,86.451599,86.720200,65.966187,2961909
2015-06-25,86.163200,87.127899,85.735497,86.819603,66.041794,2840331
2015-06-26,86.033897,86.441704,85.546501,86.183098,65.557625,10063632
2015-06-29,84.929802,84.999496,83.905403,84.233597,64.074669,2505051
2015-06-30,83.398102,84.949699,83.179298,84.671204,64.407547,3217737
2015-07-01,84.691101,86.113403,84.691101,85.556503,65.080986,2073836
2015-07-02,85.506699,87.177696,85.486801,86.978798,66.162895,3133305
2015-07-03,87.028503,87.028503,85.675797,86.193001,65.565140,2500992
2015-07-06,84.621498,86.183098,84.507103,85.834900,65.292747,2049336
2015-07-07,86.033897,87.525803,85.984100,87.217499,66.344460,3147763
2015-07-08,85.844902,86.839500,85.307800,85.307800,64.891792,3983298
2015-07-09,84.154099,85.457001,83.756203,85.138702,64.763176,2788755
2015-07-10,85.994102,86.103500,85.218300,85.327698,64.906929,1837185
2015-07-13,85.118797,86.362099,84.571800,84.721001,64.445427,2029786
2015-07-14,85.954300,86.262604,85.248100,85.785202,65.254936,2382827
2015-07-15,85.934402,86.829597,85.934402,86.650497,65.913162,2491791
2015-07-16,87.525803,87.933601,87.127899,87.486000,66.548706,2208707
2015-07-17,87.814201,87.873901,86.948898,87.505898,66.563843,1428452
2015-07-20,87.525803,87.943497,87.247299,87.883797,66.851303,1257916
2015-07-21,88.351303,88.401001,87.336800,87.625198,66.654594,2018897
2015-07-22,86.650497,86.958900,86.163200,86.163200,65.542488,2890237
2015-07-23,86.033897,86.570999,85.566399,85.834900,65.292747,2193242
2015-07-24,85.536598,86.461502,85.039299,85.347603,64.922073,2277294
2015-07-27,84.989502,85.685799,84.651398,85.626099,65.133911,2295120
2015-07-28,84.810501,86.372002,84.810501,85.884697,65.330627,2519049
2015-07-29,86.620697,87.117996,86.133301,86.133301,65.519737,2316921
2015-07-30,86.461502,86.958900,86.163200,86.610703,65.882881,1950087
2015-07-31,87.088203,87.306999,86.640602,87.088203,66.246101,6791348
2015-08-03,87.247299,87.267197,86.342201,86.899200,66.102341,1329067
2015-08-04,86.899200,87.893799,86.570999,87.555603,66.601646,2279121
2015-08-05,87.157799,87.515800,86.461502,86.899200,66.102341,2501631
2015-08-06,85.536598,85.536598,83.676598,84.094398,63.968792,4513030
2015-08-07,82.353798,82.960503,80.861900,80.861900,61.509892,5242740
2015-08-10,80.712700,82.204597,80.066200,81.697403,62.145447,3397134
2015-08-11,82.512901,82.542801,81.309502,81.677498,62.130306,3869099
2015-08-12,81.677498,81.677498,81.677498,81.677498,62.130306,0
2015-08-13,81.677498,81.677498,81.677498,81.677498,62.130306,0
2015-08-14,81.677498,81.677498,81.677498,81.677498,62.130306,0
2015-08-17,80.500000,81.739998,80.370003,81.269997,61.820332,8127186
2015-08-18,79.309998,79.529999,76.910004,76.910004,60.146763,7498212
2015-08-19,77.080002,78.839996,76.949997,78.269997,61.210327,5726975
2015-08-20,77.000000,77.949997,75.760002,76.150002,59.552410,6306169
2015-08-21,75.089996,75.589996,74.160004,75.589996,59.114468,6935842
2015-08-24,73.599998,74.360001,72.470001,72.470001,56.674507,6916599
2015-08-25,71.449997,75.360001,71.419998,75.080002,58.715626,8131178
2015-08-26,73.550003,76.260002,73.510002,76.129997,59.536770,6033884
2015-08-27,77.000000,77.480003,76.430000,76.430000,59.771381,4834405
2015-08-28,77.300003,77.349998,75.599998,76.360001,59.716637,8807049
2015-08-31,75.709999,75.709999,74.120003,75.080002,58.715626,4715040
2015-09-01,74.989998,75.089996,73.250000,73.300003,57.323597,4332533
2015-09-02,72.650002,73.760002,72.220001,73.629997,57.581673,4509276
2015-09-03,74.629997,74.870003,71.970001,71.970001,56.283474,3937578
2015-09-04,71.959999,72.330002,71.260002,72.150002,56.424248,6328120
2015-09-07,71.900002,72.379997,71.339996,72.320000,56.557190,4570660
2015-09-08,72.589996,74.169998,72.349998,74.169998,58.003963,3999324
2015-09-09,75.809998,76.839996,75.760002,76.720001,59.998173,5549748
2015-09-10,74.900002,76.500000,74.820000,75.129997,58.754738,4595034
2015-09-11,75.129997,75.129997,75.129997,75.129997,58.754738,0
2015-09-14,75.050003,75.300003,74.019997,74.550003,58.301151,5378705
2015-09-15,74.669998,74.980003,73.269997,73.419998,57.417435,4209355
2015-09-16,74.989998,75.470001,74.099998,75.349998,58.926785,5551703
2015-09-17,76.199997,76.489998,75.510002,75.589996,59.114468,5142469
2015-09-18,75.739998,76.370003,74.349998,75.830002,59.302166,4131169
2015-09-21,74.610001,74.779999,73.050003,73.620003,57.573856,3651808
2015-09-22,74.000000,74.550003,73.199997,73.800003,57.714622,2229040
2015-09-23,73.000000,73.209999,71.449997,71.599998,55.994125,5680792
2015-09-24,71.970001,72.800003,71.849998,72.500000,56.697952,3215885
2015-09-25,72.800003,73.290001,71.400002,71.440002,55.868999,8362078
2015-09-28,71.559998,73.059998,71.550003,72.699997,56.854370,2151950
2015-09-29,71.500000,71.930000,70.150002,70.150002,54.860165,4504678
2015-09-30,70.849998,72.930000,70.830002,72.720001,56.870007,4795052
2015-10-01,73.389999,74.355003,72.660004,74.269997,58.082172,3277220
2015-10-02,73.389999,74.440002,73.110001,73.389999,57.393978,2392470
2015-10-05,74.440002,74.839996,74.199997,74.360001,58.152554,1619838
2015-10-06,75.250000,75.830002,74.779999,74.959999,58.621780,2595262
2015-10-07,75.000000,75.279999,73.709999,75.000000,58.653065,2523405
2015-10-08,75.699997,75.900002,75.029999,75.370003,58.942417,1998171
2015-10-09,76.000000,76.250000,75.000000,75.529999,59.067551,2428907
2015-10-12,75.500000,75.529999,74.330002,74.650002,58.379356,2185101
2015-10-13,74.500000,74.879997,73.269997,74.230003,58.050884,2371617
2015-10-14,73.449997,75.000000,73.449997,74.559998,58.308971,2682858
2015-10-15,74.860001,75.570000,74.010002,75.400002,58.965885,2302705
2015-10-16,76.000000,77.000000,75.970001,76.550003,59.865227,3732096
2015-10-19,77.000000,77.099998,76.059998,76.430000,59.771381,1963338
2015-10-20,76.150002,76.449997,75.599998,75.730003,59.223961,1995934
2015-10-21,75.349998,76.120003,74.510002,75.809998,59.286510,1914141
2015-10-22,75.500000,76.699997,75.300003,76.389999,59.740105,1734973
2015-10-23,77.699997,78.099998,77.099998,77.349998,60.490860,3063301
2015-10-26,77.889999,77.930000,77.370003,77.500000,60.608162,2251288
2015-10-27,77.610001,78.099998,77.540001,77.739998,60.795849,2424679
2015-10-28,77.750000,77.820000,77.029999,77.639999,60.717648,2108346
2015-10-29,78.209999,78.250000,77.050003,77.169998,60.350086,2637207
2015-10-30,76.510002,77.320000,76.129997,76.730003,60.005993,6229906
2015-11-02,76.849998,76.989998,75.010002,75.099998,58.731266,3023142
2015-11-03,75.500000,76.500000,75.300003,76.459999,59.794838,1949984
2015-11-04,77.080002,77.900002,76.349998,76.580002,59.888691,2574174
2015-11-05,76.809998,77.440002,75.110001,75.849998,59.317795,2951072
2015-11-06,75.830002,76.860001,75.510002,76.589996,59.896507,2169524
2015-11-09,76.180000,76.650002,75.019997,75.580002,59.106640,2288971
2015-11-10,75.500000,75.650002,73.750000,74.760002,58.465370,3464540
2015-11-11,74.849998,76.290001,74.849998,76.000000,59.435097,2720061
2015-11-12,75.599998,77.690002,75.519997,77.400002,60.529961,2560501
2015-11-13,75.660004,76.190002,75.029999,75.760002,59.247414,2885084
2015-11-16,74.639999,75.519997,74.629997,74.779999,58.481022,2114256
2015-11-17,75.989998,77.070000,75.580002,77.070000,60.271889,2930849
2015-11-18,76.470001,78.250000,76.379997,77.839996,60.874062,3150721
2015-11-19,78.589996,79.180000,78.160004,79.139999,61.890713,3267766
2015-11-20,79.349998,80.230003,78.910004,79.830002,62.430317,2950873
